label	ID	parent_term
CDKN2D/FOXO1 protein level ratio in blood	OBA_2055457	protein measurement (EFO_0004747)
CDKN2D/HPCAL1 protein level ratio in blood	OBA_2055458	protein measurement (EFO_0004747)
CDKN2D/ITGB1BP2 protein level ratio in blood	OBA_2055459	protein measurement (EFO_0004747)
CDKN2D/KIFBP protein level ratio in blood	OBA_2055460	protein measurement (EFO_0004747)
CDKN2D/MANF protein level ratio in blood	OBA_2055461	protein measurement (EFO_0004747)
CDKN2D/PMVK protein level ratio in blood	OBA_2055462	protein measurement (EFO_0004747)
CDKN2D/SIRT2 protein level ratio in blood	OBA_2055463	protein measurement (EFO_0004747)
CDKN2D/TACC3 protein level ratio in blood	OBA_2054236	protein measurement (EFO_0004747)
CDKN2D/TBC1D23 protein level ratio in blood	OBA_2054237	protein measurement (EFO_0004747)
CDKN2D/TBL1X protein level ratio in blood	OBA_2054238	protein measurement (EFO_0004747)
CDON/SCARA5 protein level ratio in blood	OBA_2054239	protein measurement (EFO_0004747)
CDSN/KLK8 protein level ratio in blood	OBA_2054240	protein measurement (EFO_0004747)
CDSN/LY6D protein level ratio in blood	OBA_2054241	protein measurement (EFO_0004747)
CDSN/NECTIN4 protein level ratio in blood	OBA_2054242	protein measurement (EFO_0004747)
CDSN/WFDC12 protein level ratio in blood	OBA_2054243	protein measurement (EFO_0004747)
CEACAM1/GGT1 protein level ratio in blood	OBA_2054244	protein measurement (EFO_0004747)
CEACAM5/SFTPA2 protein level ratio in blood	OBA_2054245	protein measurement (EFO_0004747)
CEACAM8/MMP9 protein level ratio in blood	OBA_2054246	protein measurement (EFO_0004747)
CEACAM8/PGLYRP1 protein level ratio in blood	OBA_2054247	protein measurement (EFO_0004747)
CEACAM8/RNASE3 protein level ratio in blood	OBA_2054248	protein measurement (EFO_0004747)
CEACAM8/VNN2 protein level ratio in blood	OBA_2054249	protein measurement (EFO_0004747)
CEBPB/NADK protein level ratio in blood	OBA_2054250	protein measurement (EFO_0004747)
CEBPB/NCF2 protein level ratio in blood	OBA_2054251	protein measurement (EFO_0004747)
CEBPB/PXN protein level ratio in blood	OBA_2054252	protein measurement (EFO_0004747)
CELA3A/CPA1 protein level ratio in blood	OBA_2054253	protein measurement (EFO_0004747)
CELA3A/CPB1 protein level ratio in blood	OBA_2054254	protein measurement (EFO_0004747)
CELA3A/CTRB1 protein level ratio in blood	OBA_2054255	protein measurement (EFO_0004747)
CELA3A/CTRC protein level ratio in blood	OBA_2054256	protein measurement (EFO_0004747)
CELA3A/KIRREL2 protein level ratio in blood	OBA_2054257	protein measurement (EFO_0004747)
CELA3A/PLA2G1B protein level ratio in blood	OBA_2054258	protein measurement (EFO_0004747)
CEP20/LBR protein level ratio in blood	OBA_2054259	protein measurement (EFO_0004747)
CEP20/MED18 protein level ratio in blood	OBA_2054260	protein measurement (EFO_0004747)
CEP20/PRKRA protein level ratio in blood	OBA_2055514	protein measurement (EFO_0004747)
CEP43/FKBP1B protein level ratio in blood	OBA_2055515	protein measurement (EFO_0004747)
CEP43/MPHOSPH8 protein level ratio in blood	OBA_2055516	protein measurement (EFO_0004747)
CEP43/PLXNB3 protein level ratio in blood	OBA_2055517	protein measurement (EFO_0004747)
CEP43/TIA1 protein level ratio in blood	OBA_2055545	protein measurement (EFO_0004747)
CEP43/USP8 protein level ratio in blood	OBA_2055546	protein measurement (EFO_0004747)
CEP43/WASF1 protein level ratio in blood	OBA_2055547	protein measurement (EFO_0004747)
CEP85/MZT1 protein level ratio in blood	OBA_2055548	protein measurement (EFO_0004747)
CEP85/RNF41 protein level ratio in blood	OBA_2055549	protein measurement (EFO_0004747)
CEP85/ZBTB16 protein level ratio in blood	OBA_2055550	protein measurement (EFO_0004747)
CERT/FHIT protein level ratio in blood	OBA_2055551	protein measurement (EFO_0004747)
CERT/MAX protein level ratio in blood	OBA_2055552	protein measurement (EFO_0004747)
CERT/PRTFDC1 protein level ratio in blood	OBA_2055553	protein measurement (EFO_0004747)
CETN2/PRTFDC1 protein level ratio in blood	OBA_2055554	protein measurement (EFO_0004747)
CETN2/TDRKH protein level ratio in blood	OBA_2055555	protein measurement (EFO_0004747)
CGREF1/FAM3C protein level ratio in blood	OBA_2055556	protein measurement (EFO_0004747)
CHAC2/GMPR protein level ratio in blood	OBA_2055557	protein measurement (EFO_0004747)
CHAC2/INPP1 protein level ratio in blood	OBA_2055558	protein measurement (EFO_0004747)
CHAC2/RABGAP1L protein level ratio in blood	OBA_2055559	protein measurement (EFO_0004747)
CHAC2/TBC1D17 protein level ratio in blood	OBA_2055560	protein measurement (EFO_0004747)
CHAC2/TPMT protein level ratio in blood	OBA_2055561	protein measurement (EFO_0004747)
CHGB/MOG protein level ratio in blood	OBA_2055562	protein measurement (EFO_0004747)
CHGB/NPDC1 protein level ratio in blood	OBA_2055563	protein measurement (EFO_0004747)
CHGB/PTPRN2 protein level ratio in blood	OBA_2055564	protein measurement (EFO_0004747)
CHGB/RTBDN protein level ratio in blood	OBA_2055565	protein measurement (EFO_0004747)
CHGB/SCG2 protein level ratio in blood	OBA_2055566	protein measurement (EFO_0004747)
CHI3L1/HSPG2 protein level ratio in blood	OBA_2055567	protein measurement (EFO_0004747)
CHI3L1/PRSS8 protein level ratio in blood	OBA_2055568	protein measurement (EFO_0004747)
CHMP1A/CRADD protein level ratio in blood	OBA_2055569	protein measurement (EFO_0004747)
CHMP1A/DCTN1 protein level ratio in blood	OBA_2055570	protein measurement (EFO_0004747)
CHMP1A/EIF4B protein level ratio in blood	OBA_2055571	protein measurement (EFO_0004747)
CHMP1A/EREG protein level ratio in blood	OBA_2055572	protein measurement (EFO_0004747)
CHMP1A/HPCAL1 protein level ratio in blood	OBA_2055573	protein measurement (EFO_0004747)
CHMP1A/MITD1 protein level ratio in blood	OBA_2055574	protein measurement (EFO_0004747)
CHMP1A/PLA2G4A protein level ratio in blood	OBA_2055575	protein measurement (EFO_0004747)
CHMP1A/PTPN6 protein level ratio in blood	OBA_2055576	protein measurement (EFO_0004747)
CHMP1A/RHOC protein level ratio in blood	OBA_2055577	protein measurement (EFO_0004747)
CHMP1A/SNAP23 protein level ratio in blood	OBA_2055578	protein measurement (EFO_0004747)
CHMP1A/SNAP29 protein level ratio in blood	OBA_2055579	protein measurement (EFO_0004747)
CHMP1A/STAMBP protein level ratio in blood	OBA_2055580	protein measurement (EFO_0004747)
CHMP1A/STK11 protein level ratio in blood	OBA_2055581	protein measurement (EFO_0004747)
CHMP1A/SUGT1 protein level ratio in blood	OBA_2055582	protein measurement (EFO_0004747)
CHMP1A/TBCB protein level ratio in blood	OBA_2055583	protein measurement (EFO_0004747)
CHMP1A/USP8 protein level ratio in blood	OBA_2055584	protein measurement (EFO_0004747)
CHMP1A/VASH1 protein level ratio in blood	OBA_2055585	protein measurement (EFO_0004747)
CHRDL1/SMOC2 protein level ratio in blood	OBA_2055586	protein measurement (EFO_0004747)
CIAPIN1/MSRA protein level ratio in blood	OBA_2055587	protein measurement (EFO_0004747)
CIAPIN1/PARK7 protein level ratio in blood	OBA_2055588	protein measurement (EFO_0004747)
CIAPIN1/PLA2G4A protein level ratio in blood	OBA_2054963	protein measurement (EFO_0004747)
CIAPIN1/PLPBP protein level ratio in blood	OBA_2054964	protein measurement (EFO_0004747)
CIAPIN1/SNAP29 protein level ratio in blood	OBA_2054965	protein measurement (EFO_0004747)
CIAPIN1/SNX9 protein level ratio in blood	OBA_2054966	protein measurement (EFO_0004747)
CIAPIN1/SPARC protein level ratio in blood	OBA_2054967	protein measurement (EFO_0004747)
CIAPIN1/TYMP protein level ratio in blood	OBA_2054968	protein measurement (EFO_0004747)
CIAPIN1/VEGFC protein level ratio in blood	OBA_2054969	protein measurement (EFO_0004747)
CKAP4/IL4R protein level ratio in blood	OBA_2054970	protein measurement (EFO_0004747)
CKAP4/LAMP3 protein level ratio in blood	OBA_2054971	protein measurement (EFO_0004747)
CKAP4/LTBR protein level ratio in blood	OBA_2054972	protein measurement (EFO_0004747)
CKAP4/PGF protein level ratio in blood	OBA_2054973	protein measurement (EFO_0004747)
CKAP4/TNFRSF4 protein level ratio in blood	OBA_2054974	protein measurement (EFO_0004747)
CLC/RNASE3 protein level ratio in blood	OBA_2054975	protein measurement (EFO_0004747)
CLC/S100A11 protein level ratio in blood	OBA_2054976	protein measurement (EFO_0004747)
CLEC14A/EPHB4 protein level ratio in blood	OBA_2054977	protein measurement (EFO_0004747)
CLEC14A/PIK3IP1 protein level ratio in blood	OBA_2054978	protein measurement (EFO_0004747)
CLEC14A/PTPRS protein level ratio in blood	OBA_2054979	protein measurement (EFO_0004747)
CLEC14A/TNFRSF21 protein level ratio in blood	OBA_2054980	protein measurement (EFO_0004747)
CLEC1A/CLEC7A protein level ratio in blood	OBA_2054981	protein measurement (EFO_0004747)
CLEC1A/GPR37 protein level ratio in blood	OBA_2054982	protein measurement (EFO_0004747)
CLEC1A/TNFRSF1A protein level ratio in blood	OBA_2054983	protein measurement (EFO_0004747)
CLEC1B/DAB2 protein level ratio in blood	OBA_2054984	protein measurement (EFO_0004747)
CLEC1B/DIABLO protein level ratio in blood	OBA_2054985	protein measurement (EFO_0004747)
CLEC1B/DKK1 protein level ratio in blood	OBA_2054986	protein measurement (EFO_0004747)
CLEC1B/EGF protein level ratio in blood	OBA_2054987	protein measurement (EFO_0004747)
CLEC1B/F11R protein level ratio in blood	OBA_2054863	protein measurement (EFO_0004747)
CLEC1B/GP1BA protein level ratio in blood	OBA_2054864	protein measurement (EFO_0004747)
CLEC1B/HBEGF protein level ratio in blood	OBA_2054865	protein measurement (EFO_0004747)
CLEC1B/HEXIM1 protein level ratio in blood	OBA_2054866	protein measurement (EFO_0004747)
CLEC1B/ITGB5 protein level ratio in blood	OBA_2054867	protein measurement (EFO_0004747)
CLEC1B/LBR protein level ratio in blood	OBA_2054868	protein measurement (EFO_0004747)
CLEC1B/LGALS8 protein level ratio in blood	OBA_2054869	protein measurement (EFO_0004747)
CLEC1B/MGLL protein level ratio in blood	OBA_2054870	protein measurement (EFO_0004747)
CLEC1B/MPIG6B protein level ratio in blood	OBA_2055024	protein measurement (EFO_0004747)
CLEC1B/NSFL1C protein level ratio in blood	OBA_2055025	protein measurement (EFO_0004747)
CLEC1B/PLXNA4 protein level ratio in blood	OBA_2055026	protein measurement (EFO_0004747)
CLEC1B/PPP1R2 protein level ratio in blood	OBA_2055027	protein measurement (EFO_0004747)
CLEC1B/RWDD1 protein level ratio in blood	OBA_2055028	protein measurement (EFO_0004747)
CLEC1B/SNAP29 protein level ratio in blood	OBA_2055029	protein measurement (EFO_0004747)
CLEC1B/SORT1 protein level ratio in blood	OBA_2055030	protein measurement (EFO_0004747)
CLEC1B/TXNDC5 protein level ratio in blood	OBA_2055031	protein measurement (EFO_0004747)
CLEC1B/VSIR protein level ratio in blood	OBA_2055032	protein measurement (EFO_0004747)
CLEC1B/VTA1 protein level ratio in blood	OBA_2055033	protein measurement (EFO_0004747)
CLEC1B/YES1 protein level ratio in blood	OBA_2055034	protein measurement (EFO_0004747)
CLEC4D/CLEC6A protein level ratio in blood	OBA_2055035	protein measurement (EFO_0004747)
CLEC4D/HGF protein level ratio in blood	OBA_2055036	protein measurement (EFO_0004747)
CLEC4D/LCN2 protein level ratio in blood	OBA_2055037	protein measurement (EFO_0004747)
CLEC4D/MANSC1 protein level ratio in blood	OBA_2054988	protein measurement (EFO_0004747)
CLEC4D/MMP9 protein level ratio in blood	OBA_2054989	protein measurement (EFO_0004747)
CLEC4D/OSM protein level ratio in blood	OBA_2054990	protein measurement (EFO_0004747)
CLEC4D/PGLYRP1 protein level ratio in blood	OBA_2054991	protein measurement (EFO_0004747)
CLEC4D/RETN protein level ratio in blood	OBA_2054992	protein measurement (EFO_0004747)
CLEC4D/TGFA protein level ratio in blood	OBA_2054993	protein measurement (EFO_0004747)
CLEC4G/KDR protein level ratio in blood	OBA_2054994	protein measurement (EFO_0004747)
CLEC4G/KEL protein level ratio in blood	OBA_2054995	protein measurement (EFO_0004747)
CLEC4G/LGALS4 protein level ratio in blood	OBA_2054996	protein measurement (EFO_0004747)
CLEC4G/MERTK protein level ratio in blood	OBA_2054997	protein measurement (EFO_0004747)
CLEC4G/NELL2 protein level ratio in blood	OBA_2054998	protein measurement (EFO_0004747)
CLEC4G/SEMA3F protein level ratio in blood	OBA_2054999	protein measurement (EFO_0004747)
CLIP2/DAB2 protein level ratio in blood	OBA_2055000	protein measurement (EFO_0004747)
CLIP2/DAPP1 protein level ratio in blood	OBA_2055001	protein measurement (EFO_0004747)
CLIP2/DECR1 protein level ratio in blood	OBA_2055002	protein measurement (EFO_0004747)
CLIP2/DNAJA2 protein level ratio in blood	OBA_2055003	protein measurement (EFO_0004747)
CLIP2/LAT2 protein level ratio in blood	OBA_2055004	protein measurement (EFO_0004747)
CLIP2/NT5C3A protein level ratio in blood	OBA_2055005	protein measurement (EFO_0004747)
CLIP2/PDLIM7 protein level ratio in blood	OBA_2055006	protein measurement (EFO_0004747)
CLIP2/PLXNA4 protein level ratio in blood	OBA_2055007	protein measurement (EFO_0004747)
CLIP2/PPP1R9B protein level ratio in blood	OBA_2055008	protein measurement (EFO_0004747)
CLMP/GFRA1 protein level ratio in blood	OBA_2055009	protein measurement (EFO_0004747)
CLMP/PIK3IP1 protein level ratio in blood	OBA_2055010	protein measurement (EFO_0004747)
CLMP/TGFBR2 protein level ratio in blood	OBA_2055011	protein measurement (EFO_0004747)
CLMP/TNFRSF19 protein level ratio in blood	OBA_2055012	protein measurement (EFO_0004747)
CLPP/DECR1 protein level ratio in blood	OBA_2054888	protein measurement (EFO_0004747)
CLPP/SCAMP3 protein level ratio in blood	OBA_2054889	protein measurement (EFO_0004747)
CLPS/CTRB1 protein level ratio in blood	OBA_2054890	protein measurement (EFO_0004747)
CLPS/PLA2G1B protein level ratio in blood	OBA_2054891	protein measurement (EFO_0004747)
CLPS/PRSS2 protein level ratio in blood	OBA_2054892	protein measurement (EFO_0004747)
CLSTN2/IGFBP7 protein level ratio in blood	OBA_2054893	protein measurement (EFO_0004747)
CLSTN2/MATN2 protein level ratio in blood	OBA_2054894	protein measurement (EFO_0004747)
CLSTN2/SPON1 protein level ratio in blood	OBA_2054895	protein measurement (EFO_0004747)
CLSTN2/THBS2 protein level ratio in blood	OBA_2054896	protein measurement (EFO_0004747)
CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 measurement	EFO_0801479	protein measurement (EFO_0004747)
CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 measurement	EFO_0802403	protein measurement (EFO_0004747)
CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase measurement	EFO_0802404	protein measurement (EFO_0004747)
CMRF35-like molecule 1 measurement	EFO_0802405	protein measurement (EFO_0004747)
CMRF35-like molecule 2 measurement	EFO_0802406	protein measurement (EFO_0004747)
CMRF35-like molecule 6 measurement	EFO_0008086	blood protein amount (OBA_VT0005416)
CMRF35-like molecule 7 measurement	EFO_0802407	protein measurement (EFO_0004747)
CMRF35-like molecule 8 measurement	EFO_0801480	protein measurement (EFO_0004747)
CMRF35-like molecule 9 measurement	EFO_0802408	protein measurement (EFO_0004747)
CNDP1/EGFR protein level ratio in blood	OBA_2054897	protein measurement (EFO_0004747)
CNDP1/F9 protein level ratio in blood	OBA_2054898	protein measurement (EFO_0004747)
CNPY4/ERBIN protein level ratio in blood	OBA_2054899	protein measurement (EFO_0004747)
CNPY4/INPP1 protein level ratio in blood	OBA_2054900	protein measurement (EFO_0004747)
CNPY4/KIFBP protein level ratio in blood	OBA_2054901	protein measurement (EFO_0004747)
CNPY4/MANF protein level ratio in blood	OBA_2054902	protein measurement (EFO_0004747)
CNPY4/MESD protein level ratio in blood	OBA_2054903	protein measurement (EFO_0004747)
CNPY4/MPI protein level ratio in blood	OBA_2054904	protein measurement (EFO_0004747)
CNPY4/SIRT2 protein level ratio in blood	OBA_2054905	protein measurement (EFO_0004747)
CNPY4/STAT5B protein level ratio in blood	OBA_2054906	protein measurement (EFO_0004747)
CNPY4/TBC1D23 protein level ratio in blood	OBA_2054907	protein measurement (EFO_0004747)
CNST/DOK2 protein level ratio in blood	OBA_2054908	protein measurement (EFO_0004747)
CNST/ITGB1BP2 protein level ratio in blood	OBA_2054909	protein measurement (EFO_0004747)
CNST/LAT2 protein level ratio in blood	OBA_2054910	protein measurement (EFO_0004747)
CNST/MAVS protein level ratio in blood	OBA_2054911	protein measurement (EFO_0004747)
CNST/PRKAR1A protein level ratio in blood	OBA_2054912	protein measurement (EFO_0004747)
CNTN1/EGFR protein level ratio in blood	OBA_2053861	protein measurement (EFO_0004747)
